caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
sad woman looking out of a window	http://l7.alamy.com/zooms/64afe5c76fc146f5b82ffb1eae6d8aa8/profile-of-a-girl-with-a-ponytail-sitting-hands-covering-her-face-cpyer0.jpg	1	0	0	0	0	0	0	0	0	0	
example of a trendy bathroom design	http://www.carolinarebath.com/wp-content/uploads/2016/02/modern-bathroom-sinks-10.jpg	1	1	0	1	0	0	0	0	0	0	
this recipe is by author and takes .	https://s-media-cache-ak0.pinimg.com/736x/81/2d/c9/812dc9acdf50afd09536526c018dd729.jpg	0	0	0	1	0	0	0	0	0	0	
actor and person attend the after party for the premiere .	https://media1.popsugar-assets.com/files/thumbor/sqBtxFM8xH-iWHJuZz1MXzSuxDI/fit-in/1024x1024/filters:format_auto-!!-:strip_icc-!!-/2014/04/18/931/n/3019466/3db0e58874ececa3_484298015/i/Two-female-fans-kissed-crowds-Coachella.jpg	1	0	0	0	1	0	0	1	1	0	
the new web for people who love hair !	https://i.pinimg.com/736x/c4/d2/35/c4d2351143527b5092a799b133972a67--pastel-blue-hair-colorful-hair.jpg	0	0	0	1	0	0	0	0	0	0	
digital art selected for the #	https://tecake.in/wp-content/uploads/2016/12/4-1.jpg	0	0	0	0	0	1	0	0	0	0	junk
person , the dog of the day	https://i.pinimg.com/736x/b9/bc/c4/b9bcc4ba3d6c4f626c7a1ba5287b5bd2--gsd-puppies-gift-ideas.jpg	0	0	0	1	0	0	0	0	0	0	
rooms in the center near university	https://my1-cdn.pgimgs.com/cms/property-review/2015/11/SKY-HABITATType-A1-833sf-2b-mid-room.original.jpg	0	0	0	1	1	0	0	0	1	0	
view of the old town	https://ak5.picdn.net/shutterstock/videos/25842545/thumb/1.jpg?i10c=img.resize(height:160)	1	0	0	0	1	0	0	0	1	1	
volcano on a background of blue sky	http://c8.alamy.com/comp/K2C70N/grapes-thrive-in-the-ashy-soil-and-the-islands-relatively-high-slopes-K2C70N.jpg	1	0	0	0	1	0	0	0	0	1	
bedroom furniture shown on a white background	https://i.pinimg.com/736x/c6/b7/2d/c6b72d19a371a8034f855a442cbbe1a1--state-of-the-art-queen-beds.jpg	1	0	0	0	0	0	0	0	0	0	
actor and person attend the world premiere after party .	https://media.gettyimages.com/photos/coco-rocha-and-james-conran-attend-the-the-iron-lady-new-york-after-picture-id135766862?s=612x612	1	0	0	0	1	0	0	0	1	0	
woman practicing yoga on the beach at dusk	https://thumb1.shutterstock.com/display_pic_with_logo/84070/124380850/stock-photo-silhouette-of-young-woman-doing-yoga-exercise-over-the-sunset-background-124380850.jpg	1	0	0	0	1	0	0	1	1	0	
a view of the lighthouse .	https://i.pinimg.com/736x/2e/7e/00/2e7e00e6769d96c87086873d3fe970c2--the-lighthouse-newfoundland.jpg	1	0	0	0	1	0	0	0	0	1	
the most powerful person in the world	https://i.pinimg.com/736x/dc/ff/6c/dcff6cb5d7559ea22a1cbc47680c9fe0--love-it-motivation.jpg	0	0	0	0	0	1	0	0	0	0	junk
example of a classic family room design	https://i.pinimg.com/736x/5f/c0/88/5fc088d82bebd508335ece0925460c3d--corner-fireplace-layout-corner-fireplaces.jpg	1	1	0	1	0	0	0	0	0	0	
example of a classic kitchen design	https://www.ocrflagstaff.com/wp-content/uploads/2016/11/McDonald-after_B.jpg	1	1	0	1	0	0	0	0	0	0	
motorcycle racer in action during practice for event .	http://picture.motorcycleforsales.com/Motorcycles/2015072623/2015-Husqvarna-FE-350-S-Motorcycles-For-Sale-1356.jpg	1	0	1	0	1	0	0	1	0	0	
pop artist performs onstage during awards	https://i.pinimg.com/736x/64/7a/19/647a1989dd1915f73ab2002740e331b1--mariah-carey-celebrities.jpg	1	0	1	0	1	0	0	1	0	0	
hard rock artists perform in concert	https://media.gettyimages.com/photos/james-hetfield-and-kirk-hammett-of-metallica-perform-during-the-2017-picture-id830937026?k=6&m=830937026&s=612x612&w=0&h=VXWBFXNmnKh6s8XwLZDfwWkpH_lkzONesDmNSB1XCGU=	1	0	1	0	1	0	0	0	1	0	
young couple by the river	http://i.dailymail.co.uk/i/pix/2017/01/02/15/3BC6F6E500000578-4081980-image-a-76_1483372726917.jpg	1	0	0	0	1	0	0	0	1	0	
create a gallery wall with things you love .	https://i.pinimg.com/736x/9b/c5/e8/9bc5e85496aa32a7a91d0e277b51c8c4--empty-wall-shutterfly.jpg	0	0	0	1	0	0	0	0	0	0	
portrait of a boy wearing a virtual reality headset	https://thumb10.shutterstock.com/display_pic_with_logo/796957/188996903/stock-photo-a-little-boy-with-donuts-over-his-eyes-could-symbolise-unhealthy-eating-in-children-or-appeal-to-188996903.jpg	0	0	0	0	0	1	0	0	0	0	junk
homes for sale located in the city	https://www.digsdigs.com/photos/2017/02/09-The-house-is-located-in-a-residential-area-where-it-is-rich-in-nature-and-close-to-the-center-of-Sapporo-775x775.jpg	0	0	0	1	1	0	0	0	1	0	
i want this for my front door !	https://i.pinimg.com/736x/3c/61/0f/3c610fc67ef1ad591ca57379d4b36fa1--custom-backdrops-martha-stewart-weddings.jpg	0	0	0	1	0	0	0	0	0	0	
person with the christmas tree	http://alabamanewscenter.com/wp-content/uploads/2017/01/DSC_3179.jpg	1	0	0	0	0	0	0	0	0	0	
a boy resting in a yellow helmet	http://l7.alamy.com/zooms/dee8732b31924d31a14ad6bcdf60f3c2/young-caucasian-boy-having-fun-playing-at-the-playground-cy5pm8.jpg	0	0	0	0	0	1	0	0	0	0	junk
automotive industry business in all its glory	https://s-media-cache-ak0.pinimg.com/736x/13/7c/50/137c50991b19fa885b670b377d830146.jpg	0	1	0	1	0	0	0	0	0	0	
father and son playing in the pool	http://l7.alamy.com/zooms/4b7579c1eafe495b8f13bb64c4d433b5/several-different-aged-children-playing-in-an-outdoor-pool-on-a-sunny-a3c24b.jpg	1	0	1	0	0	0	0	0	0	0	
tourists in front of the monument	http://l7.alamy.com/zooms/39e3993c7473403da687e1c89ad3e339/the-brandenburg-gate-is-an-18th-century-neoclassical-triumphal-arch-ft037t.jpg	1	0	0	0	1	0	0	0	1	0	
funny animals of the day	https://i.pinimg.com/736x/23/54/d0/2354d060080984cac6de7b84a7d0dc01--lol-funny-funny-humor.jpg	1	1	0	1	0	0	1	0	0	0	text relevant
this is a small shrub .	https://i.pinimg.com/736x/ea/d4/89/ead489dbeea21cb766da845cca2c9f8e--companion-planting-heuchera.jpg	1	0	0	1	0	0	0	0	0	0	
traditional classic golden pattern on yellow background with golden elements .	https://thumb7.shutterstock.com/display_pic_with_logo/542953/542953,1286738555,1/stock-photo-silver-classic-ornament-on-golden-a-plate-62717956.jpg	1	0	0	0	0	0	0	0	0	0	
property image # old farm from the ##th century , completely renovated in a village .	https://cdn.decoist.com/wp-content/uploads/2015/04/Old-mill-in-UK-turned-into-a-lovely-modern-home.jpg	0	0	0	1	1	0	0	0	1	0	
a view of the skyline	https://i.pinimg.com/736x/6e/c6/52/6ec6528b5fa15ba4aa4481badfef90c0--harbour-bridge-globetrotter.jpg	1	0	0	0	1	0	0	0	0	1	
a ticket for the night .	http://thefilipinoconnection.net/wp-content/uploads/2015/11/Ticket.jpg	1	0	0	0	0	0	1	0	0	0	text relevant
the car park on the road	https://i2-prod.walesonline.co.uk/news/local-news/article9824403.ece/ALTERNATES/s615/JS30859211.jpg	1	0	0	0	0	0	0	0	0	0	
christmas lights on trees in the park	http://l7.alamy.com/zooms/6d7b4c6ca92243f59f0a642d13c444a0/a-square-orientation-of-hundreds-of-trees-are-covered-with-colorful-h3ma40.jpg	1	0	0	0	1	0	0	0	1	0	
i 'm in love with these eyes	https://theoutsidelane.files.wordpress.com/2015/04/11101246_10206383864181117_5112549058937151825_n.jpg	0	1	0	1	0	0	0	0	0	0	
automobile model under the hood	https://ak4.picdn.net/shutterstock/videos/17403214/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
a view of the beach	https://odis.homeaway.com/odis/listing/5b629afe-dc10-4a09-bc91-9ec4de81818f.c10.jpg	1	0	0	0	1	0	0	0	0	1	
person as a young man	https://s-media-cache-ak0.pinimg.com/736x/b3/96/53/b39653e745b9ffc907c853c16a5c7c5c.jpg	1	0	0	0	0	0	0	0	0	0	
digital art selected for the #	http://i.dailymail.co.uk/i/pix/2010/03/22/article-1259561-08CE695B000005DC-497_634x894.jpg	0	0	0	0	0	1	0	0	0	0	junk
when the sun goes down	https://i.pinimg.com/736x/33/99/6a/33996af89bef1fa29b314552f04dde1e--barn-sunrises.jpg	0	0	0	0	0	0	1	0	0	0	text
tv character in a purple dress	https://i.pinimg.com/736x/66/21/fb/6621fb929d065d66f905148e998e306a--the-bachelorette-episodes-andi-dorfman.jpg	0	0	0	0	0	1	0	0	0	0	junk
seamless vector pattern with eyes .	https://thumb1.shutterstock.com/display_pic_with_logo/2751319/426981868/stock-vector-the-hand-drawn-seamless-pattern-with-eyes-vector-background-for-your-design-426981868.jpg	1	0	0	0	0	0	0	0	0	0	
a room in an abandoned house	http://c8.alamy.com/comp/CTJK68/light-shining-into-a-dark-room-through-an-open-door-north-yorkshire-CTJK68.jpg	1	0	0	0	1	0	0	0	1	0	
worm on a green leaf	https://pics.davesgarden.com/pics/2010/07/08/K_Hines/a623b2.jpg	0	0	0	0	0	1	0	0	0	0	junk
first dance at the wedding reception .	http://i.dailymail.co.uk/i/pix/2017/11/27/06/46BAB1F900000578-0-image-a-16_1511763415034.jpg	0	0	0	0	1	0	1	0	1	0	not first dance but location correct
see more photos for this motorcycle listing	https://tlchua99.files.wordpress.com/2013/09/img_7239.jpg	0	0	0	1	0	0	0	0	0	0	
wildflowers growing in the sand dunes	http://c8.alamy.com/comp/KGMWMC/grass-and-wildflowers-growing-in-the-sand-dunes-processed-as-an-hdr-KGMWMC.jpg	1	0	0	0	0	0	0	0	0	0	
i love the shape of this dress .	https://i.pinimg.com/736x/7f/69/7c/7f697c5a7fca57ad48fb9b410ec3ed10--grad-dresses-dresses-uk.jpg	0	1	0	1	0	0	0	0	0	0	
donkey waiting for tourists in the old city	http://l7.alamy.com/zooms/e906332f6ada483aa421c340e498ed1e/volcanic-greek-island-santorini-one-of-the-cyclades-islands-in-the-j8mjcd.jpg	1	0	0	1	1	0	0	0	1	0	
abstract silk in the wind	https://media.istockphoto.com/photos/red-satin-bunched-up-against-a-white-background-picture-id134498901?k=6&m=134498901&s=612x612&w=0&h=e4GYFQsqyvdez6kyGJd3ZfM3ZQJRyiYo7l9-hsinkOg=	1	0	0	0	0	0	0	0	0	0	
portrait of a beautiful young woman	http://l7.alamy.com/zooms/3970e012f6de4512a1d208873a66f680/woman-looking-down-at-the-camera-bmrm6k.jpg	1	1	0	0	1	0	0	0	0	1	
head coach during the match	http://l7.alamy.com/zooms/cae6c75d45924a20a9e4bb6d7d668916/munichs-head-coach-jupp-heynckes-before-the-german-bundesliga-match-d61pa1.jpg	0	0	0	1	1	0	0	1	0	0	
gold ring from the people .	https://i.pinimg.com/736x/18/b1/33/18b1334160b96541e74bde101ad1593f.jpg	0	0	0	0	0	1	0	0	0	0	junk
costume worn by noble person	https://i.pinimg.com/736x/e7/d8/6b/e7d86b793776de19270e003f4eadc2c4--medieval-wedding-dresses-medieval-dress.jpg	0	0	0	1	0	0	0	0	0	0	
example of a classic kitchen design	http://www.alexandriadomesticservices.com/wp-content/uploads/2015/04/Sparkle-Large-saved-for-web.jpg	1	1	0	1	0	0	0	0	0	0	
how to take care of a rabbit	https://ittrainingtips.iu.edu/wp-content/uploads/2017/01/rabbit.jpg	0	0	0	1	0	0	0	0	0	0	
stairs to the second floor	https://i.pinimg.com/736x/fa/ee/10/faee10cd613273452cd62ff4d01671ca--neutral-carpet-stairs.jpg	1	0	0	0	0	0	0	0	0	0	
actor attends the los angeles premiere	https://media.gettyimages.com/photos/lora-starkman-attends-the-los-angeles-premiere-of-blades-of-glory-at-picture-id608413802?s=612x612	1	0	0	0	1	0	0	1	1	0	
wedding rings in the grass	https://ak9.picdn.net/shutterstock/videos/13806479/thumb/9.jpg	0	0	0	0	0	1	0	0	0	0	junk
close - up of a woman holding a tortoise	http://l7.alamy.com/zooms/fa069276e7624faca154d06e72bf68a3/small-turtles-pet-in-the-hands-of-a-woman-gfngf7.jpg	1	0	1	0	1	0	0	0	0	1	
isometric interior of room in the kindergarten .	https://ak.picdn.net/offset/photos/50f488cc0c287340110005ef/medium/offset_2540.jpg?DFghwDcb?DFghwDcb	1	0	0	1	0	0	0	0	0	0	
narrow boat on the canal	http://l7.alamy.com/zooms/61c9d8d0993948bd8b2c2b44645a4e19/a-narrowboat-on-the-old-west-river-willingham-cambridgeshire-uk-on-hgn570.jpg	1	0	0	0	0	0	0	0	0	0	
the most beautiful wedding in the world	https://i.pinimg.com/736x/b0/7d/7e/b07d7e4d511172b16b2d35f164521b9e--disney-world-wedding-disney-weddings.jpg	1	1	0	1	0	0	0	0	0	0	
how to make a piece of furniture	https://i.pinimg.com/736x/de/bd/19/debd199dbfbf0648257e0e97d5d1ecef.jpg	0	0	0	1	0	0	0	0	0	0	
this recipe is by chef and takes .	http://files.kitchenbowl.com/recipe/lEOHxac33O/step-14/then-remove-the-bread-from-the-pan-onto--thumb.jpg	0	0	0	1	0	0	0	0	0	0	
the musician , dj and trip hop artist is better known by trip hop artist and is here seen	http://l7.alamy.com/zooms/7ded09e9bd954f999eb24dd2e945435d/the-british-musician-dj-and-music-producer-simon-green-is-better-known-hnx6d6.jpg	0	0	0	1	0	0	0	0	0	0	
woman choosing dress in a clothing store	http://l7.alamy.com/zooms/5ee64a7bc61b4183bc0bd780d5fa6fc4/happy-woman-shopper-in-red-dress-peeking-out-through-clothing-in-clothes-h9x2pa.jpg	1	0	0	0	1	0	0	0	1	0	
how to make a candle holder .	https://i.pinimg.com/736x/ec/b3/33/ecb333a16b5b06ef095220a83bb44a93--cloche-vignettes.jpg	0	0	0	1	0	0	0	0	0	0	
people having fun at the beach	http://l7.alamy.com/zooms/2e732ad33bf4470b9e0cdea958b13378/aerial-view-of-a-beach-full-of-parasols-h0p84w.jpg	1	0	0	0	1	0	0	0	1	0	
black swan on the lake	http://l7.alamy.com/zooms/629e5cb370a24ff68876613f078bcae4/a-black-australian-swan-on-a-lake-in-surrey-f0w7ct.jpg	1	0	0	0	0	0	0	0	0	0	
makeup for a round face	https://i.pinimg.com/736x/77/d8/80/77d8806036b3d14202d810733a65d18c--close-to-runway.jpg	0	0	0	1	0	0	0	0	0	0	
this doll is so cute !	https://i.pinimg.com/736x/0a/ff/cc/0affcc9ff8785936b1eae835574ce76f--cute-dresses-charity.jpg	0	1	0	1	0	0	0	0	0	0	
olympic athlete on the ice during a game	https://media.gettyimages.com/photos/canadian-ice-hockey-player-pierre-bouchard-of-the-montreal-canadiens-picture-id80944938?s=612x612	1	0	0	1	1	0	0	1	1	0	
bride walking down the aisle	https://lionheart.com.au/wp-content/uploads/2015/12/walking-down-isle.jpg	1	0	1	0	0	0	0	0	0	0	
green grass in the sun	https://ak8.picdn.net/shutterstock/videos/10198478/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
concept cars of the week	https://i.pinimg.com/736x/ea/28/bb/ea28bb2bf728c00f9411afb110c3b40f--new-bentley-google-search.jpg	0	0	0	1	0	0	0	0	0	0	
i want this in my living room !	https://www.ofdesign.net/wp-content/uploads/files/3/9/7/poly-rattan-garden-furniture-the-right-look-for-your-modern-room-5-397.jpeg	0	0	0	1	0	0	0	0	0	0	
example of a classic living room design with beige walls	https://www.geico.com/more/wp-content/uploads/geico-more-HomeStaging-post-2016.jpg	1	1	0	1	0	0	0	0	0	0	
party time : person was joined by her husband	https://static1.squarespace.com/static/5608a5bae4b0aebb8cc53e9e/568d403d0e4c114023dcb157/568d4058a128e6a4d714c30e/1471622907204/FullSizeRender+%286%29.jpg?format=750w	0	0	0	1	0	0	0	0	0	0	
i hate being a girl .	http://cdn-webimages.wimages.net/05152c2e1d76b2980466661dd392c2842502ac-wm.jpg?v=3	0	0	0	1	0	0	1	0	0	0	text, not sure if relevant
table lamp by person in beautiful frame options and a variety of sizes .	https://i.pinimg.com/736x/70/ab/95/70ab95171c7410dd3869f6ba1e943bb0--unusual-floor-lamps-open-plan.jpg	0	1	0	1	0	0	0	0	0	0	
a river flows over rocks in this beautiful scene	https://ak4.picdn.net/shutterstock/videos/24447044/thumb/1.jpg	1	1	0	1	0	0	0	0	0	0	
cheerleaders perform during the preliminary round , friday	http://static.nfl.com/static/content/public/pg-photo/2013/12/30/0ap2000000307414/music-city-bowl.jpg	1	0	1	0	1	0	0	1	0	0	
the statue of military commander	https://i.pinimg.com/736x/db/00/83/db0083f3a0149ced131405ba2bd4ee3c--usa-travel-travel-tips.jpg	1	0	0	1	0	0	1	0	0	0	text, not sure if relevant
decorating ideas for the table	https://i.pinimg.com/736x/c7/35/53/c73553d43fded9a530aa9d259edd07a6--christmas-garlands-christmas-lights.jpg	0	0	0	1	0	0	0	0	0	0	
a woman sleeping on the beach	http://www.okcmoa.com/wp-content/uploads/2017/11/On-The-Beach-At-Night-Alone-4.jpg	0	0	1	0	1	0	0	0	1	0	
actor attends the los angeles premiere	https://media.gettyimages.com/photos/rebecca-gleeson-arrives-for-the-world-premiere-of-jj-abrams-star-trek-picture-id85833617?s=612x612	1	0	0	0	1	0	0	0	1	0	
i like the pattern on this floor .	https://i.pinimg.com/736x/b7/99/af/b799afa6da6b20f12e32f1e6f4fbc739--vinyl-flooring-vinyls.jpg	0	1	0	1	0	0	0	0	0	0	
## of the most hyper - realistic tattoos i 've ever seen	https://i.pinimg.com/736x/64/30/fb/6430fb205704f3b397d4156af9e6b8f2--rock-johnson-dwayne-johnson.jpg	0	1	0	1	0	0	0	0	0	0	
woman looking out of a car window	https://media.gettyimages.com/photos/woman-driving-a-car-to-the-place-of-work-picture-id665686652?s=612x612	1	0	1	0	0	0	0	0	0	0	
wallpaper in the style of art period .	https://thumb1.shutterstock.com/display_pic_with_logo/1210925/163728140/stock-vector-royal-seamless-vector-pattern-on-a-beige-background-163728140.jpg	1	0	0	1	0	0	0	0	0	0	
a vintage car from the ####s	http://matildadelvesweddingphotography.com/wp-content/uploads/2017/11/knipe-hall-wedding-1-50.jpg	1	0	0	1	0	0	0	0	0	0	
turn an old desk into a side table !	https://s-media-cache-ak0.pinimg.com/736x/54/e1/78/54e178c9f606f2b383ee56b83129d5c2.jpg	0	0	0	1	0	0	0	0	0	0	
image may contain : person , playing a musical instrument , on stage and indoor	https://www.ocregister.com/wp-content/uploads/migration/nab/nabswh-b88165846z.120140814191218000gc54a1an.10.jpg?w=620	1	0	1	1	1	0	0	0	1	0	
a set of sweet desserts .	https://us.123rf.com/450wm/ne2pi/ne2pi1609/ne2pi160900007/65067891-isolated-cartoon-illustration-with-a-sweet-food-icons-set.jpg?ver=6	1	0	0	0	0	0	0	0	0	0	
it 's beginning to look a lot like christmas	https://d3v7qf8zyypult.cloudfront.net/mnr/en/images/2016-12-01/large/b04c5d0789ae8b75dd3ad7adfe893889.jpg	0	0	0	1	0	0	1	0	0	0	text relevant
how to get rid of a hand	https://edc2.healthtap.com/ht-staging/user_answer/reference_image/4529/large/finger_fracture.jpeg?1386670325	0	0	0	1	0	0	0	0	0	0	
a brown trout caught while fly fishing	http://l7.alamy.com/zooms/efd68a37dac74dc69ae6ee85ad296ad5/fisherman-holding-a-brown-trout-salmo-trutta-caught-on-the-dolores-d4n0j6.jpg	0	0	0	1	0	0	0	0	0	0	
i love you to the moon and back card	https://i.pinimg.com/736x/02/8e/ca/028eca7b2ed872fc1153b46526611fda.jpg	0	0	0	0	0	1	0	0	0	0	junk
another view of the park	https://bishop9396.files.wordpress.com/2013/01/nms_2279.jpg	1	0	0	0	1	0	0	0	0	1	
sketch of the proposed new building	http://78.media.tumblr.com/cbb0f1cf74fa625316dd0b1a7cbf248d/tumblr_nq7vazhG1F1tm1aqno1_1280.jpg	1	0	0	1	0	0	0	0	0	0	
master bedroom with queen bed .	https://odis.homeaway.com/odis/listing/b0a57fab-4bea-415d-8a50-1d2c613581c9.c10.jpg	1	0	0	0	1	0	0	0	1	0	
look at that sweet face !	https://i.pinimg.com/736x/cf/88/3b/cf883b86417dd9370a18dfa87e3beebc--bulldog-rescue-english-bulldog-puppies.jpg	0	1	0	1	0	0	0	0	0	0	
most expensive cat breeds in the world	https://i.pinimg.com/736x/ee/95/a3/ee95a312a7c6978f5bba4c120cd00d8f--switch-plates-just-love.jpg	0	0	0	1	0	0	0	0	0	0	
mother and daughter in a car	https://media.istockphoto.com/photos/two-women-in-a-car-reacting-to-a-crash-picture-id186491322	1	0	0	1	0	0	0	0	0	0	
corn on the cob -- stock photo #	https://www.featurepics.com/StockImage/20061108/peeled-corn-stock-picture-132312.jpg	1	0	0	0	0	0	0	0	0	0	
happy birthday to this guy !	https://i.pinimg.com/736x/38/4e/4d/384e4dd36c0bf04c95b0a01b22cb2b19--th-birthday-birthdays.jpg	1	0	0	1	0	0	0	0	0	0	
makeup for a gold dress	http://i.dailymail.co.uk/i/pix/2014/03/04/article-2572825-1C06E11C00000578-523_634x809.jpg	0	0	0	0	0	1	0	0	0	0	junk
a night in the mountains .	https://media.istockphoto.com/vectors/night-camping-in-the-mountains-vector-id837125202?k=6&m=837125202&s=612x612&w=0&h=ofrALOEnnJLP0ATQI_SkscO5zrs5CuLbgFE9kxyHPGk=	1	0	0	0	1	0	0	1	1	0	
animal pictures of the week	http://i.dailymail.co.uk/i/pix/2012/12/23/article-2252532-16948843000005DC-477_634x700.jpg	0	0	0	1	0	0	0	0	0	0	
these boots are made for walking	https://s-media-cache-ak0.pinimg.com/736x/c7/6d/5d/c76d5dcd75cc1dd55b478992d181572e.jpg	0	0	0	1	0	0	0	0	0	0	
image of a girl in winter	https://i.pinimg.com/736x/3f/24/1f/3f241fcc65fdc174cc07becc18955693--pregnancy-bump-pregnancy-fashion.jpg	1	0	0	0	1	0	0	1	0	0	
a pink and black sign for a party .	https://i.pinimg.com/736x/45/fc/c3/45fcc38b2656946ee65990606bb5a5af--the-doors-letting-go.jpg	1	0	0	0	0	0	1	0	0	0	text? maybe relevant
leather bag on a white background	https://i.pinimg.com/736x/36/b0/f6/36b0f6870c92ca7eb2d688394e556b71--ll-bean-diaper-bags.jpg	1	0	0	0	0	0	0	0	0	0	
a model wears a creation for - summer ready - to - wear fashion collection .	https://i.pinimg.com/736x/af/01/d9/af01d92e002149755f8a18ba3301b6b5--bad-fashion-strange-fashion.jpg	1	0	0	0	0	0	0	0	0	0	
showing item ## of ## .	http://ak1.picdn.net/shutterstock/videos/28927351/thumb/1.jpg	0	0	0	1	0	0	0	0	0	0	
greeting card featuring the digital art by person	https://us.123rf.com/450wm/annaguz/annaguz1211/annaguz121100079/16572981-card-with-a-butterfly-and-flowers.jpg?ver=6	1	0	0	0	0	0	1	0	0	0	text relevant
glass of whiskey and ice on a wooden table	https://media.timeout.com/images/102930179/630/472/image.jpg	1	0	0	0	0	0	0	0	0	0	
illustration of month with intricate lamps for the celebration of community festival .	https://thumb9.shutterstock.com/display_pic_with_logo/2638540/657344296/stock-vector-vector-illustration-of-a-banner-for-ramadan-mubarak-657344296.jpg	1	0	0	0	0	0	1	0	0	0	text relevant
rugby player is tackled during the match	https://media.gettyimages.com/photos/northampton-saints-matt-dawson-passes-the-ball-from-the-scrum-picture-id680938874?s=612x612	1	0	0	0	1	0	0	1	0	0	
