caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
square greeting card with image of a snowman holding a twig with ball on the background of winter trees .	https://thumb9.shutterstock.com/display_pic_with_logo/3124964/764872822/stock-vector-square-greeting-card-with-image-of-a-snowman-holding-a-twig-with-christmas-ball-on-the-background-764872822.jpg	1	0	0	0	0	0	0	0	0	0	
sheep grazing on the highlands .	https://ak1.picdn.net/shutterstock/videos/24120121/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
people pouring water on the hands of monks	https://ak3.picdn.net/shutterstock/videos/26548403/thumb/1.jpg?i10c=img.resize(height:160)	1	0	0	0	0	0	0	0	0	0	
buildings of bright red and yellow line the harbor .	http://lt.umn.edu/earthducation/expedition2/wp-content/uploads/2011/08/update1-6.jpg	1	0	0	0	0	0	0	0	0	0	
all - in - one beard , hair & body trimmer	https://images.philips.com/is/image/PhilipsConsumer/QG3382_15-RTP-global-001?$jpglarge$&wid=1250	1	0	0	0	0	0	0	0	0	0	
person and battle for position at the end of thursday 's race .	http://www.johnsoncitypress.com/image/2016/10/27/640x_cCM_q30/XC-Region-A-AA-JPG.jpg	0	1	0	1	0	0	0	0	0	0	
breakdown of the car on the road .	https://ak8.picdn.net/shutterstock/videos/33469738/thumb/1.jpg	1	0	0	1	0	0	0	0	0	0	
these are the most beautiful flowers on a cake i have ever seen .	https://i.pinimg.com/736x/4f/8c/61/4f8c618f98bf5fc54f96f340ba7f1bb0--gorgeous-cakes-pretty-cakes.jpg	0	1	0	0	0	0	0	0	0	0	
proper proportions for a parachute dry fly	https://i.pinimg.com/736x/6e/13/67/6e1367f3c0523219547689b937837947--the-fly-shop-fly-fishing-flies.jpg	0	1	0	0	0	0	0	0	0	0	
decorative bottle stand for wine in the form of a heart on a wedding theme .	https://us.123rf.com/450wm/oleggol/oleggol1704/oleggol170400223/75499892-decorative-bottle-stand-for-wine-in-the-form-of-a-heart-on-a-wedding-theme-art-object-3d-illustratio.jpg?ver=6	0	1	0	0	0	0	0	0	0	0	
a fashion look featuring blouses , peace of leggings and boots .	https://i.pinimg.com/736x/e5/5a/42/e55a42b8be78d0d6dbb0fd9233b50ac5--family-portraits-timberland-boots.jpg	0	1	0	0	0	0	0	0	0	0	
a group of water lilies	https://floridadep.gov/sites/default/files/styles/general_page_images__scaled_to_900_pixels_/public/media-folders/media-root/Lake%20Jackson%20Aquatic%20Preserve-FDEP%20Staff-TravisMohrman-Fragrant%20water%20lily%20native%20plant%202.JPG?itok=7CHOnPq8	1	0	0	0	0	0	0	0	0	0	
when the weather gets cold it 's a sign to me that it 's time to bake !	https://realhousemoms.com/wp-content/uploads/25-of-the-Best-Holiday-Cookies-RH-HERO.jpg	0	1	0	0	0	0	0	0	0	0	
soccer player , who led forward line , and person embrace as they make their way off the pitch	http://i.dailymail.co.uk/i/pix/2015/12/28/20/2FA81C8900000578-3376615-image-a-47_1451332883261.jpg	0	1	0	1	0	0	0	0	0	0	
a young female pharmacist standing at the counter and showing a box of pills in the pharmacy .	https://thumb10.shutterstock.com/display_pic_with_logo/384598/454554793/stock-vector-an-african-american-young-female-pharmacist-standing-at-the-counter-and-showing-a-box-of-pills-in-454554793.jpg	1	0	0	0	0	0	0	0	0	0	
freedom - happy free man in the car	https://us.123rf.com/450wm/believeinme33/believeinme331410/believeinme33141000149/32827829-freedom-happy-free-man-in-the-car.jpg?ver=6	0	1	0	0	0	0	0	0	0	0	
a durable , attractive metal black wand with gold - colored metal tips .	https://i.pinimg.com/736x/40/e1/83/40e1832104a21e79bc141f0a979601c7--wands-construction.jpg	0	1	0	0	0	0	0	0	0	0	
lion laying in the grasslands	http://l7.alamy.com/zooms/717074660e854fd9ae03ecd5e3eec6ef/lion-laying-in-the-grasslands-hwbmx6.jpg	0	1	0	0	0	0	0	0	0	0	
wanting to settle in for the winter .	https://i.pinimg.com/736x/2f/2a/d0/2f2ad0797ad452e6208c8fbb27c7cd8c--winter-photos-cabin-fever.jpg	0	1	0	0	0	0	0	0	0	0	
a stolen motorcycle was recovered from the home of person , police said .	http://www.mercedsunstar.com/news/9d6aao/picture82035257/alternates/FREE_640/13330875_1110997995625119_2134033517544198418_n	0	0	0	1	0	1	0	0	0	0	
person stepping into the freezing water	http://www.antarctica.gov.au/__data/assets/image/0014/114107/varieties/antarctic.jpg	1	0	0	0	0	0	0	0	0	0	
latin pop artist performs live in concert	https://static9.imagecollect.com/preview/2036/f7fc9a660b98664	1	0	0	0	0	0	0	0	0	0	
part of a car garage .	https://i.pinimg.com/736x/1d/84/2b/1d842bca74bf6acb31cae3ae6250ea7c--marco-island-car-garage.jpg	1	0	0	0	0	0	0	0	0	0	
this site is really worth noting lots of information .	https://i.pinimg.com/736x/42/db/c0/42dbc02897749a93fdec563ee38b5381--fossils-lots.jpg	0	0	0	0	0	1	0	0	0	0	
heart shaped on hands forming a heart shape	http://l7.alamy.com/zooms/6c587595267f4cbead519b394c1e1297/heart-shaped-on-hands-forming-a-heart-shape-fnfjnn.jpg	1	0	0	0	0	0	0	0	0	0	
waiter picking up food from the kitchen	https://media.gettyimages.com/photos/waiter-picking-up-food-from-the-kitchen-picture-id634477763?s=612x612	1	0	0	0	0	0	0	0	0	0	
save organisation : photos outside government agency	http://www.urban75.org/photos/protest/images/nhs-protest-whitehall-march-2012-24.jpg	1	0	0	0	0	0	0	0	0	0	
an artist selling his work	http://l7.alamy.com/zooms/09f63752b2ca4821a7e6e2c10d44a8e5/a-malawian-artist-selling-his-work-in-kalk-bay-cape-town-south-africa-cb9d2e.jpg	0	0	0	1	0	0	0	0	0	0	
football player is next , and the midfielder has gone for the unkempt look .	http://i.dailymail.co.uk/i/pix/2014/11/30/239C181B00000578-2854808-Joey_Barton_is_next_and_the_QPR_midfielder_has_gone_for_the_unke-1_1417366381705.jpg	0	1	0	1	0	0	0	0	0	0	
a box of toys on sale at a market	http://l7.alamy.com/zooms/0f0f2e828ecf499e82031c8859f3e760/a-box-of-toys-on-sale-at-a-ludlow-market-shropshire-england-cwxrhr.jpg	0	0	0	1	0	0	0	0	0	0	
person is coming maps reveal the first days of snow	https://s-media-cache-ak0.pinimg.com/originals/21/c9/7e/21c97e7bda31a32ca6e0b46132b73c2d.jpg	1	0	0	0	0	0	0	0	0	0	
shore : the tree in the ocean	https://image.shutterstock.com/z/stock-photo-monterey-california-shore-the-tree-in-the-ocean-64318813.jpg	0	1	0	0	0	0	0	0	0	0	
bride just after the wedding holding her bouquet of flowers	http://l7.alamy.com/zooms/abde821878da402cbbaa4c6fb63f04e7/bride-just-after-the-wedding-holding-her-bouquet-of-flowers-b75mad.jpg	0	0	0	1	0	0	0	0	0	0	
film director and actor attend award held	https://media.gettyimages.com/photos/filmmaker-david-o-russell-and-actor-bradley-cooper-attend-the-oscars-picture-id476301177?s=612x612	1	0	0	0	0	0	0	0	0	0	
portrait of a young japanese woman	https://media.istockphoto.com/photos/portrait-of-a-young-japanese-woman-picture-id513484040?k=6&m=513484040&s=612x612&w=0&h=DfU_HWkt4iRUhTZtVCLT6lRUT2zqxzY6CNN5--Wm1X8=	1	1	0	0	0	0	0	0	0	0	
person on the movie scenes	https://alchetron.com/cdn/The-Men-Who-Tread-on-the-Tigers-Tail-images-bfb7bd65-5d88-4c45-a5af-c86be7c3d46.jpg	0	0	0	1	0	0	0	0	0	0	
artist of musical group performs at day of the festival .	https://media.gettyimages.com/photos/vocalist-justin-warfield-of-she-wants-revenge-performs-at-day-3-of-picture-id112298213?k=6&m=112298213&s=612x612&w=0&h=ZVm8AG2XNkTuw2NYkXHnLMTCoaBpq5WAJr2HQ9PenXM=	1	0	0	0	0	0	0	0	0	0	
basketball point guard looks to pass the ball against sports team .	https://media.gettyimages.com/photos/brandon-knight-of-the-milwaukee-bucks-looks-to-pass-the-ball-against-picture-id185732593?k=6&m=185732593&s=612x612&w=0&h=C3llJ9Jbr0Rs71WGoPJ9WV8ealH9ig1YZcx1S9qfJsU=	0	1	0	1	0	0	0	0	0	0	
have you come across industry ?	https://i0.wp.com/www.fashvo.com/wp-content/uploads/2017/11/Have-you-come-across-these-surprising-denim-Fashion-Trends-in-20173.jpg?resize=757%2C1136	0	1	0	0	0	1	0	0	0	0	
rugby player passes the ball during a training session .	https://media.gettyimages.com/photos/matt-duffie-passes-the-ball-during-a-melbourne-storm-nrl-training-at-picture-id483964209?k=6&m=483964209&s=612x612&w=0&h=BliTA9Rn87hr8Ya7Fjmp8cbkTuAHPAvyfRpAwKNlWkE=	1	0	0	1	0	0	0	0	0	0	
set of ribbons isolated on blue background .	https://thumb7.shutterstock.com/display_pic_with_logo/3558395/450156961/stock-vector-set-of-ribbons-isolated-on-blue-background-vector-black-vintage-engraving-illustration-for-menu-450156961.jpg	1	0	0	0	0	0	0	0	0	0	
actor is photographed for the observer .	https://media.gettyimages.com/photos/actor-olivia-colman-is-photographed-for-the-observer-on-november-21-picture-id492395409	0	0	0	1	1	0	0	0	0	0	
vector illustration of a banner for festival .	https://thumb10.shutterstock.com/display_pic_with_logo/2638540/764328337/stock-vector-vector-illustration-of-a-banner-for-punjabi-festival-of-lohri-celebration-764328337.jpg	1	0	0	0	0	0	0	0	0	0	
no leaks reported after cars derail east .	https://shawglobalnews.files.wordpress.com/2016/05/clavet-cp-train-derailment-lb-5.jpg?quality=70&strip=all&w=720&h=405&crop=1	0	0	0	1	0	0	0	0	0	0	
the home of ice hockey player is on the market for $3.9 million .	http://cdn.abclocal.go.com/content/wpvi/images/cms/100614-wpvi-Ilya-Bryzgalov-house-IMG-2.jpg	0	0	0	1	0	0	0	0	0	0	
person as a child , with her mother .	https://i.pinimg.com/736x/0b/3b/4f/0b3b4f439518a166b0fcf2ef3c9fb97c--bloomsbury-group-virginia-woolf.jpg	0	0	0	1	0	0	0	0	0	0	
a snapshot of our office .	https://tbcdn.talentbrew.com/company/7795/v1_1/img/IowaSpotlight05.jpg	1	0	0	0	0	0	1	0	0	0	"not sure if i can distinctly say true because of the pronoun, is it indeed ""our"" office"
image detail for - fashion	https://i.pinimg.com/736x/f2/f6/91/f2f6917f084495745999b01730940a16--s-fashion-men-american-fashion.jpg	0	1	0	0	0	0	0	0	0	0	
football player pulls a face for the camera during a photo call	https://media.gettyimages.com/photos/tottenham-and-england-player-paul-gascoigne-pulls-a-face-for-the-a-picture-id493905263?s=612x612	1	0	0	0	1	0	0	0	0	0	
map showing routes of principal explorers , from 1501 to image detail	http://www.bigmapblog.com/maps/map03/dd/VWRSnlghGIYLzqon_DD.jpg	0	0	0	0	1	0	0	0	0	0	
foal in front of a white background	https://thumb9.shutterstock.com/display_pic_with_logo/85920/85920,1180546400,2/stock-photo-foal-in-front-of-a-white-background-3417869.jpg	1	0	0	0	0	0	0	0	0	0	
large set of plastic bottles isolated on black - the waste we produce	https://thumb1.shutterstock.com/display_pic_with_logo/79177/369753767/stock-photo-large-set-of-plastic-bottles-isolated-on-black-the-waste-we-produce-369753767.jpg	1	0	0	0	0	0	0	0	0	0	
an illustration of hands holding hearts to each other vector art illustration	https://media.istockphoto.com/vectors/an-illustration-of-four-hands-holding-hearts-to-each-other-vector-id466170559?k=6&m=466170559&s=612x612&w=0&h=1cVEDobUwtpoeCGkpMEIOEZrxAUITCl32vp9fI0DWUg=	1	0	0	0	0	0	0	0	0	0	
vector cartoon illustration of person with foot in the grave	http://emoticona.com/1024/vector-cartoon-illustration-of-a-moodie-character-holding-a-sandwich-with-one-foot-in-the-grave-by-johnny-sajem-709.jpg	1	0	0	0	0	0	0	0	0	0	
the batteries are tucked into the trees on top of the bluff overlooking strait .	https://travelingthepnw.files.wordpress.com/2015/04/dsc0228.jpg?w=1000	0	0	0	1	0	1	0	0	0	0	
actor , 1950s , when she was in her twenties -- the most beautiful woman in the world at that time	https://s-media-cache-ak0.pinimg.com/originals/b1/69/36/b1693669402cd9cbad4e55280e12dfe9.jpg	0	1	0	0	0	0	0	0	0	0	
a girl spends time outdoors with her pet bearded dragon	http://l7.alamy.com/zooms/c462ce1a3dd547dd8dbcc72d9fd087bc/a-girl-spends-time-outdoors-with-her-pet-bearded-dragon-in-lake-tahoe-c32t3f.jpg	1	0	0	1	0	0	0	0	0	0	
plants for sale in a nursery	http://l7.alamy.com/zooms/fa065147e59c423ab1dd55315b2330b0/plants-for-sale-in-a-garden-centre-and-plant-nursery-jaadn7.jpg	0	0	0	1	0	0	0	0	0	0	
christmas tree with balls top view on a white background .	https://thumb1.shutterstock.com/display_pic_with_logo/2715982/336992528/stock-photo-christmas-tree-with-christmas-balls-top-view-on-a-white-background-d-illustration-336992528.jpg	1	0	0	0	0	0	0	0	0	0	
step by step ... 2	http://farm4.static.flickr.com/3439/3947135007_b88084fa86.jpg	0	0	0	1	0	0	0	0	0	0	
art meets science at a wonderfully weird wedding	https://i1.wp.com/offbeatbride.com/files/2016/11/laurenkyleobb-28.jpg?fit=800%2C534	0	1	0	0	0	0	0	0	0	0	
vector of a logo on a white background .	https://media.istockphoto.com/vectors/vector-of-an-orchid-logo-on-a-white-background-flower-vector-id859340308?k=6&m=859340308&s=612x612&w=0&h=nFcn9VQnxDf-gP1K7q_mbplbxVdq1fy9hrpUWWWafnc=	1	0	0	0	0	0	0	0	0	0	
dry autumn oak leaf with water drops after rain in the forest park	http://l7.alamy.com/zooms/a5f1ce492aef4284a74888ca92742f15/dry-autumn-oak-leaf-with-water-drops-after-rain-in-the-forest-park-j2t3y3.jpg	1	0	0	1	0	0	0	0	0	0	
create a safe environment at home for your child to thrive	http://s3.amazonaws.com/GoKids-Images/bigstock-Family-eating-healthy-breakfas-42576541.jpg	0	1	0	0	0	0	0	0	0	0	
landscape with mown grass and a haystack .	https://ak4.picdn.net/shutterstock/videos/3965404/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
pair of hands holding our planet with icons on a white background	https://thumb7.shutterstock.com/display_pic_with_logo/1813235/391901494/stock-vector-pair-of-hands-holding-our-planet-with-icons-on-a-white-background-391901494.jpg	1	0	0	0	0	0	0	0	0	0	
set of seamless patterns with snowflakes .	https://thumb7.shutterstock.com/display_pic_with_logo/737566/318207341/stock-vector-set-of-christmas-and-new-year-seamless-patterns-with-snowflakes-colorful-winter-scrapbook-design-318207341.jpg	1	0	0	0	0	0	0	0	0	0	
put all the extraordinary things that are not ordinary , simple things to do everything on that simple .	https://i.pinimg.com/736x/e4/c3/76/e4c3761e1f5c5be6adbaf6b68829ce1d--flowers-in-bloom-lotus-flowers.jpg	0	0	0	0	0	1	0	0	0	0	text is gibberish
illustration of a pattern with funny abstract plants	https://thumb7.shutterstock.com/display_pic_with_logo/163269808/610945241/stock-vector-illustration-of-a-pattern-with-funny-abstract-plants-610945241.jpg	1	1	0	0	0	0	0	0	0	0	
geographical feature category partially screens the entrance to the lighted underground grotto	https://i.pinimg.com/736x/87/b0/bc/87b0bc26bbe38d306331b80b8deebf20--pool-backyard-house-design.jpg	1	0	0	0	0	0	0	0	0	0	
view from the beach ... paradise !	http://sanpancholife.com/photos/home/2386/super/5005683111355530342.jpeg	1	1	0	0	0	0	0	0	0	0	
person is one of the exhibiting artists at an exhibition which explores our physical and spiritual connection with nature	http://nnimgt-a.akamaihd.net/transform/v1/crop/frm/rdPnbxNSt95RbDXSGgzrdz/da500d53-27b4-4fdb-82d0-484b5f05f80a.jpg/r0_265_2592_1728_w1200_h678_fmax.jpg	0	0	0	1	0	0	0	0	0	0	
actor arrives at the premiere	https://media.gettyimages.com/photos/actress-salma-hayek-arrives-at-the-premiere-of-sonys-sausage-party-at-picture-id614559634?s=612x612	1	0	0	0	0	0	0	0	0	0	
property image # mobile home by the sea and beach , . series	https://odis.homeaway.com/odis/listing/64ede1db-e9f3-4c41-8269-d9c54f6dd9dd.c10.jpg	0	0	0	0	0	1	1	0	0	0	no mobile home in the picture, doesn't show series
aerial view a line irrigate channel with water for irrigation of agricultural fields	https://ak2.picdn.net/shutterstock/videos/30980392/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
green fruits and vegetables in the shape of bathroom weighing scales over a white background	http://c8.alamy.com/comp/KMCA4X/green-fruits-and-vegetables-in-the-shape-of-bathroom-weighing-scales-KMCA4X.jpg	1	0	0	0	0	0	0	0	0	0	
a monument was unveiled on the premises	http://l7.alamy.com/zooms/169fb5e954514f1d91c6d337f3e65193/a-felix-dzerzhinsky-monument-was-unveiled-on-the-frontier-troops-department-b99cn3.jpg	0	0	0	1	0	0	0	0	0	0	
peaking through the blossoms to catch a glimpse .	https://sydneycain.files.wordpress.com/2013/04/blossom-tree.jpg?w=430&h=430&crop=1	0	0	0	1	0	0	0	0	0	0	
before the storm hit a city on wednesday morning , there was not a cloud in the sky .	http://nnimgt-a.akamaihd.net/transform/v1/crop/frm/w9qsSAVumVxqyCiyw3G2iR/d9d78dda-7d5d-4420-9f3d-a1d44813c251.jpg/r0_64_960_604_w1200_h678_fmax.jpg	0	0	0	1	0	0	0	0	0	0	
this big , beautiful gingerbread involves more spices than just ginger , but you know it 's in there , doing good work .	https://img.buzzfeed.com/buzzfeed-static/static/2014-10/10/16/enhanced/webdr09/longform-original-3058-1412971707-4.png?downsize=715:*&output-format=auto&output-quality=auto	0	1	0	0	0	0	0	0	0	0	
aerial view of the highway between agricultural fields	https://ak5.picdn.net/shutterstock/videos/10185425/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
a couple years ago , i got this tattoo so i could have more opportunities to share my story with people .	https://static1.squarespace.com/static/5067a3ab84ae5a723be2dac9/t/53e2a668e4b011a40b0acab0/1407362697000/?format=500w	0	0	0	1	0	0	0	0	0	0	
man and woman on a dark background .	https://image.shutterstock.com/z/stock-photo-man-and-woman-on-a-dark-background-fitness-couple-604232660.jpg	1	0	0	0	0	0	0	0	0	0	
misty light over the valley , with a griffin vulture soaring	http://l7.alamy.com/zooms/ee3140139517476d9e6beb47d60a302f/misty-light-over-the-modi-khola-valley-below-the-annapurna-sanctuary-d3w3g6.jpg	1	0	0	0	0	0	0	0	0	0	
a forest of stunted trees that stand in sharp contrast to the giants of the other forests	http://thesunshinegypsy.com/wp-content/uploads/2015/09/32-A-forest-of-stunted-trees-that-stand-in-sharp-contrast-to-the-giants-of-the-other-forests-e1443279596733.jpg	0	1	0	0	0	0	0	0	0	0	
person bows at the curtain call during the press night performance	https://media.gettyimages.com/photos/emma-hatton-bows-at-the-curtain-call-during-the-press-night-of-evita-picture-id825664794?s=612x612	0	0	0	1	0	0	0	0	0	0	
it 's a tower : their wedding cake consisted of layers and an abundance of flowers	http://i.dailymail.co.uk/i/pix/2017/02/23/23/3D97762200000578-4254226-image-a-19_1487893568575.jpg	0	1	0	1	0	0	0	0	0	0	
the bucket list , panoramic view of city .	http://crispyventures.com/wp-content/uploads/2015/06/1-1-DSC02727.jpg	1	1	0	0	0	0	0	0	0	0	
here 's that motorcycle themed accent table that you 've been looking for .	https://i.pinimg.com/736x/a6/53/45/a65345c3cab8f6b9959a913a6e6a3814--glass-tables-glass-table-top.jpg	0	0	0	1	0	0	0	0	0	0	
pair of women in a pineapple - themed car	https://thumbnails.trvl-media.com/ySwd-JOnOpCt1Ex4uaM0SqmPrZg=/cdn.lemediavault.com/images/69e8693feed9fb5b1a17b934114ded49.jpeg	1	0	0	0	0	0	0	0	0	0	
christmas bell with a bow -- stock photo #	https://static7.depositphotos.com/1000207/764/i/450/depositphotos_7646409-stock-photo-christmas-bell-with-a-bow.jpg	1	0	0	0	0	0	0	0	0	0	
dubstep artist performs onstage during day of festival	https://media.gettyimages.com/photos/porter-robinson-performs-onstage-at-the-other-tent-during-day-2-of-picture-id170628950?s=612x612	1	0	0	1	0	0	0	0	0	0	
a palm tree with flowers in tropical country	http://c8.alamy.com/comp/HDGJ6D/a-palm-tree-with-flowers-in-tropical-country-HDGJ6D.jpg	1	0	0	0	0	0	0	0	0	0	
